id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_duration
trip-014221,2016-01-15 11:36:53,2016-01-15 11:40:05,2,-73.860475,40.646743,-73.852897,40.64241,193
trip-014222,2016-02-17 14:42:25,2016-02-17 14:49:26,1,-73.801288,40.577868,-73.792034,40.583302,421
trip-014223,2016-05-24 20:06:23,2016-05-24 20:12:57,1,-74.00592,40.796118,-74.011034,40.809185,394
trip-014224,2016-01-14 11:24:28,2016-01-14 11:27:33,2,-73.710357,40.846592,-73.727571,40.849663,185
trip-014225,2016-05-17 16:57:58,2016-05-17 17:16:26,3,-73.772475,40.70709,-73.772122,40.757885,1109
trip-014226,2016-05-30 10:57:15,2016-05-30 11:04:47,3,-73.751899,40.57672,-73.802882,40.594,453
trip-014227,2016-03-10 18:11:55,2016-03-10 18:20:00,2,-73.999273,40.746734,-74.015098,40.731837,486
trip-014228,2016-01-17 18:46:18,2016-01-17 18:55:31,1,-73.831505,40.816631,-73.85989,40.820605,554
trip-014229,2016-01-18 20:41:43,2016-01-18 20:58:28,1,-73.979769,40.561841,-73.920885,40.602809,1005
trip-014230,2016-05-02 18:57:41,2016-05-02 19:01:55,3,-73.904729,40.70755,-73.910231,40.719121,254
trip-014231,2016-06-01 22:20:15,2016-06-01 22:29:59,4,-73.893026,40.669274,-73.855312,40.684168,585
trip-014232,2016-04-18 19:24:24,2016-04-18 19:42:22,1,-73.715222,40.691921,-73.758799,40.738871,1079
trip-014233,2016-05-21 00:07:32,2016-05-21 00:14:54,1,-73.745768,40.79474,-73.727738,40.787176,443
trip-014234,2016-01-09 16:25:42,2016-01-09 16:34:59,6,-73.758038,40.785076,-73.763805,40.765052,558
trip-014235,2016-05-31 19:45:04,2016-05-31 19:51:42,1,-73.782512,40.661033,-73.75187,40.656647,399
trip-014236,2016-05-08 19:45:17,2016-05-08 19:51:49,1,-73.856089,40.558512,-73.855836,40.570358,393
trip-014237,2016-05-29 17:37:44,2016-05-29 17:52:09,4,-73.945788,40.684724,-73.89285,40.66727,865
trip-014238,2016-02-13 19:06:00,2016-02-13 19:14:15,2,-73.903393,40.784701,-73.917879,40.777551,495
trip-014239,2016-02-17 07:57:41,2016-02-17 08:03:45,1,-73.84271,40.636197,-73.861171,40.633026,364
trip-014240,2016-04-08 07:44:09,2016-04-08 07:51:28,2,-74.013018,40.765555,-74.01203,40.777181,440
trip-014241,2016-04-23 17:58:21,2016-04-23 18:03:56,1,-73.919513,40.666576,-73.93405,40.677658,335
trip-014242,2016-03-24 19:16:16,2016-03-24 19:25:01,6,-74.019101,40.708815,-74.022223,40.698551,526
trip-014243,2016-03-25 10:05:37,2016-03-25 10:15:25,1,-73.859873,40.622818,-73.851997,40.592796,589
trip-014244,2016-06-03 10:08:07,2016-06-03 10:13:58,1,-73.838012,40.794092,-73.817947,40.802183,352
trip-014245,2016-03-12 12:06:45,2016-03-12 12:20:24,2,-73.710012,40.873034,-73.660609,40.92351,820
trip-014246,2016-04-18 09:49:12,2016-04-18 10:01:15,1,-73.812217,40.752677,-73.835418,40.77794,724
trip-014247,2016-03-15 07:00:20,2016-03-15 07:14:23,2,-74.007726,40.888346,-74.047726,40.859173,844
trip-014248,2016-02-10 17:16:07,2016-02-10 17:21:36,1,-73.812188,40.861527,-73.821187,40.859162,329
trip-014249,2016-05-02 17:45:00,2016-05-02 18:04:21,1,-73.942758,40.81795,-73.871334,40.869027,1161
trip-014250,2016-01-02 08:13:13,2016-01-02 08:19:32,1,-73.72395,40.858978,-73.729177,40.871586,379
trip-014251,2016-06-30 06:45:17,2016-06-30 06:55:32,1,-73.75272,40.797127,-73.744853,40.773358,615
trip-014252,2016-04-23 11:24:29,2016-04-23 11:28:14,1,-74.016168,40.6013,-74.017727,40.59212,226
trip-014253,2016-03-27 08:41:37,2016-03-27 08:49:49,1,-74.048948,40.847045,-74.074338,40.847597,493
trip-014254,2016-04-01 22:51:11,2016-04-01 22:56:12,1,-73.785034,40.619894,-73.772337,40.617237,301
trip-014255,2016-03-07 13:46:27,2016-03-07 13:51:46,1,-74.006048,40.823524,-74.027763,40.803466,319
trip-014256,2016-06-29 12:54:31,2016-06-29 13:02:37,1,-73.980168,40.691271,-73.960703,40.675815,487
trip-014257,2016-04-24 08:10:08,2016-04-24 08:22:22,2,-73.766718,40.582059,-73.723315,40.571383,735
trip-014258,2016-01-27 01:05:21,2016-01-27 01:14:29,1,-73.79636,40.712046,-73.820233,40.732176,548
trip-014259,2016-04-24 18:55:07,2016-04-24 19:04:03,1,-73.702712,40.839345,-73.705462,40.817819,537
trip-014260,2016-05-19 09:03:56,2016-05-19 09:08:49,1,-73.738695,40.80357,-73.731174,40.801336,294
trip-014261,2016-03-15 07:15:44,2016-03-15 07:31:08,3,-74.010866,40.570525,-73.956175,40.565945,925
trip-014262,2016-06-25 20:22:43,2016-06-25 20:31:33,3,-73.978531,40.671201,-73.951649,40.670395,531
trip-014263,2016-04-27 11:40:10,2016-04-27 11:47:01,1,-74.020891,40.556166,-74.007459,40.566222,411
trip-014264,2016-02-23 15:40:06,2016-02-23 15:47:54,2,-73.815121,40.570251,-73.813435,40.581381,469
trip-014265,2016-04-29 09:08:12,2016-04-29 09:29:52,2,-73.907665,40.601854,-73.832529,40.641519,1300
trip-014266,2016-06-30 09:56:07,2016-06-30 10:08:46,1,-73.791701,40.594118,-73.747345,40.565133,760
trip-014267,2016-05-15 19:14:17,2016-05-15 19:22:22,2,-73.895078,40.648418,-73.903438,40.632433,486
trip-014268,2016-01-01 21:21:57,2016-01-01 21:28:21,1,-73.850487,40.75589,-73.824985,40.749631,384
trip-014269,2016-01-31 07:21:50,2016-01-31 07:45:59,1,-73.77693,40.584986,-73.866495,40.624398,1450
trip-014270,2016-01-12 16:33:50,2016-01-12 16:43:16,2,-73.839599,40.625618,-73.851613,40.614396,567
trip-014271,2016-04-28 08:12:31,2016-04-28 08:18:54,1,-73.867091,40.729436,-73.856043,40.710769,383
trip-014272,2016-06-22 19:11:29,2016-06-22 19:17:18,1,-73.863065,40.779569,-73.853689,40.777693,350
trip-014273,2016-03-17 11:04:57,2016-03-17 11:44:49,6,-73.81239,40.806975,-73.745342,40.681829,2392
trip-014274,2016-03-31 08:53:00,2016-03-31 08:58:51,1,-73.798869,40.848598,-73.809058,40.846574,352
trip-014275,2016-06-09 12:15:03,2016-06-09 12:16:03,1,-73.852319,40.551844,-73.856013,40.551349,60
trip-014276,2016-02-13 09:37:11,2016-02-13 10:02:35,1,-74.011454,40.611837,-74.019723,40.538898,1525
trip-014277,2016-04-22 19:29:23,2016-04-22 19:42:35,2,-74.038588,40.772634,-74.042527,40.808279,793
trip-014278,2016-06-27 06:42:03,2016-06-27 06:52:21,4,-74.018179,40.676837,-73.993805,40.692509,618
trip-014279,2016-05-27 14:57:02,2016-05-27 15:05:24,2,-73.877522,40.869929,-73.895282,40.866101,503
trip-014280,2016-06-21 13:41:21,2016-06-21 13:46:42,1,-73.899131,40.748226,-73.886609,40.743571,321
trip-014281,2016-05-27 08:52:16,2016-05-27 09:01:06,1,-73.908241,40.785093,-73.882052,40.793823,530
trip-014282,2016-05-05 09:32:20,2016-05-05 09:45:15,5,-73.752736,40.64784,-73.721437,40.65072,775
trip-014283,2016-02-08 15:20:03,2016-02-08 15:27:16,1,-74.039863,40.678973,-74.050135,40.665183,433
trip-014284,2016-06-10 15:13:10,2016-06-10 15:20:51,1,-73.917492,40.672064,-73.931289,40.669543,461
trip-014285,2016-01-15 07:14:05,2016-01-15 07:35:59,1,-73.897277,40.735925,-73.843709,40.801673,1315
trip-014286,2016-06-10 21:14:26,2016-06-10 21:17:52,2,-73.865361,40.80956,-73.87022,40.81268,206
trip-014287,2016-05-18 20:07:43,2016-05-18 20:15:07,1,-73.872453,40.713273,-73.868973,40.695781,444
trip-014288,2016-06-12 16:34:55,2016-06-12 16:52:41,3,-73.781125,40.616942,-73.838705,40.578954,1067
trip-014289,2016-01-11 19:36:59,2016-01-11 19:47:02,1,-73.825915,40.639944,-73.797329,40.641508,603
trip-014290,2016-05-14 19:18:11,2016-05-14 19:24:27,2,-73.95467,40.884767,-73.967962,40.863553,376
trip-014291,2016-06-21 08:24:12,2016-06-21 08:31:42,2,-73.809542,40.77582,-73.812163,40.7852,451
trip-014292,2016-06-17 09:34:48,2016-06-17 09:40:15,1,-73.882284,40.576592,-73.89792,40.570529,327
trip-014293,2016-05-05 19:02:13,2016-05-05 19:09:12,1,-73.905796,40.747918,-73.886553,40.73792,419
trip-014294,2016-06-19 14:54:58,2016-06-19 14:59:30,1,-74.039262,40.552465,-74.025357,40.553919,272
trip-014295,2016-03-18 21:58:32,2016-03-18 22:04:44,1,-73.984141,40.841258,-73.994825,40.841707,372
trip-014296,2016-01-07 08:07:07,2016-01-07 08:15:57,3,-73.751596,40.730369,-73.766313,40.765332,531
trip-014297,2016-05-01 14:32:49,2016-05-01 14:41:55,1,-73.805232,40.84099,-73.860102,40.829392,546
trip-014298,2016-05-24 20:37:17,2016-05-24 20:44:57,1,-74.031333,40.74097,-73.989963,40.728606,461
trip-014299,2016-01-25 12:18:02,2016-01-25 12:26:15,1,-73.976945,40.83616,-73.963147,40.817012,494
trip-014300,2016-03-16 15:30:17,2016-03-16 15:43:26,1,-73.89594,40.573819,-73.871034,40.616675,789
trip-014301,2016-04-26 16:26:15,2016-04-26 16:34:30,2,-73.979344,40.88774,-73.987593,40.881137,495
trip-014302,2016-01-23 02:15:48,2016-01-23 02:26:16,2,-73.852703,40.677993,-73.868397,40.66694,628
trip-014303,2016-06-16 08:43:17,2016-06-16 08:53:56,1,-74.010997,40.758424,-73.983795,40.775447,639
trip-014304,2016-01-06 16:11:43,2016-01-06 16:22:43,3,-74.034904,40.759464,-74.056388,40.789062,661
trip-014305,2016-01-01 17:48:06,2016-01-01 17:58:06,1,-73.728784,40.572085,-73.75285,40.593349,601
trip-014306,2016-01-06 11:15:50,2016-01-06 11:26:39,2,-73.76829,40.85327,-73.773094,40.88484,650
trip-014307,2016-06-19 21:50:35,2016-06-19 22:00:25,2,-73.927219,40.721195,-73.954053,40.689156,590
trip-014308,2016-04-02 12:31:20,2016-04-02 12:39:12,2,-73.771431,40.802444,-73.765151,40.797673,473
trip-014309,2016-02-26 21:25:38,2016-02-26 21:28:54,1,-73.988236,40.856177,-73.992888,40.851991,197
trip-014310,2016-06-08 12:15:54,2016-06-08 12:21:13,2,-73.944628,40.846714,-73.947144,40.828079,320
trip-014311,2016-03-13 20:25:18,2016-03-13 20:49:38,1,-73.7188,40.890157,-73.738495,40.804696,1461
trip-014312,2016-01-21 17:26:48,2016-01-21 17:36:27,3,-73.760082,40.845448,-73.738965,40.853565,580
trip-014313,2016-06-19 21:25:52,2016-06-19 21:33:58,1,-73.797677,40.84841,-73.757964,40.849296,486
trip-014314,2016-03-03 09:11:23,2016-03-03 09:23:27,2,-73.759784,40.810526,-73.804188,40.810463,725
trip-014315,2016-05-24 16:13:45,2016-05-24 16:24:53,5,-73.745546,40.834719,-73.733276,40.85684,668
trip-014316,2016-01-23 09:13:58,2016-01-23 09:24:04,4,-73.984754,40.706568,-73.991199,40.726391,607
trip-014317,2016-03-11 02:58:08,2016-03-11 03:09:34,1,-73.787216,40.646503,-73.838947,40.648584,687
trip-014318,2016-02-05 21:48:13,2016-02-05 21:54:18,1,-73.944182,40.672502,-73.953239,40.685491,365
trip-014319,2016-06-27 22:33:16,2016-06-27 22:39:36,1,-73.791055,40.883002,-73.796931,40.886687,380
trip-014320,2016-05-22 15:59:23,2016-05-22 16:11:01,1,-73.895009,40.581436,-73.884401,40.622966,699
trip-014321,2016-01-06 06:43:40,2016-01-06 06:58:18,5,-74.043507,40.738704,-74.074613,40.694328,878
trip-014322,2016-02-14 22:50:54,2016-02-14 23:19:51,4,-73.875656,40.748811,-73.776452,40.675418,-348
trip-014323,2016-04-30 06:00:37,2016-04-30 06:05:06,1,-73.759783,40.553627,-73.758183,40.547406,270
trip-014324,2016-04-09 02:37:44,2016-04-09 02:43:54,1,-74.047577,40.846676,-74.055271,40.864402,370
trip-014325,2016-04-02 08:07:00,2016-04-02 08:15:13,5,-73.710968,40.596311,-73.690554,40.59573,494
trip-014326,2016-01-22 09:16:48,2016-01-22 09:27:19,1,-73.944234,40.841042,-73.973794,40.843092,632
trip-014327,2016-06-10 20:53:07,2016-06-10 21:00:50,1,-73.854004,40.638033,-73.875972,40.638247,464
trip-014328,2016-03-13 21:19:37,2016-03-13 21:32:19,1,-74.041223,40.875357,-74.017147,40.896421,763
trip-014329,2016-01-04 19:55:45,2016-01-04 20:06:07,2,-73.761493,40.684267,-73.778069,40.702366,622
trip-014330,2016-03-19 19:44:53,2016-03-19 19:58:44,5,-73.875253,40.88493,-73.919314,40.871126,832
trip-014331,2016-02-28 09:34:25,2016-02-28 09:50:14,5,-73.718769,40.787886,-73.664582,40.775684,949
trip-014332,2016-01-17 15:39:44,2016-01-17 15:53:03,1,-73.858332,40.834738,-73.882061,40.876961,800
trip-014333,2016-03-28 11:25:22,2016-03-28 11:33:24,6,-73.850867,40.8841,-73.840264,40.879018,482
trip-014334,2016-03-18 06:41:16,2016-03-18 06:52:36,1,-73.746297,40.574539,-73.769038,40.613055,681
trip-014335,2016-01-14 19:32:03,2016-01-14 19:35:02,3,-73.859588,40.677193,-73.847427,40.668098,179
trip-014336,2016-06-02 12:07:15,2016-06-02 12:12:24,3,-73.995327,40.766946,-73.987402,40.775394,309
trip-014337,2016-04-27 09:16:23,2016-04-27 09:26:39,1,-73.725665,40.578721,-73.721352,40.605279,617
trip-014338,2016-05-10 08:04:21,2016-05-10 08:15:10,1,-73.931813,40.76499,-73.95765,40.734848,650
trip-014339,2016-06-03 18:56:53,2016-06-03 19:33:47,1,-73.886259,40.847111,-74.02037,40.869075,2214
trip-014340,2016-04-26 15:00:03,2016-04-26 15:06:58,1,-73.869565,40.891296,-73.846473,40.884389,416
trip-014341,2016-06-13 09:38:39,2016-06-13 09:45:07,1,-73.805745,40.817898,-73.785523,40.813443,388
trip-014342,2016-01-22 13:42:44,2016-01-22 13:50:16,1,-73.743296,40.680192,-73.723864,40.695965,452
trip-014343,2016-01-27 08:44:32,2016-01-27 08:54:16,1,-73.746914,40.660724,-73.725543,40.675531,584
trip-014344,2016-02-16 19:14:49,2016-02-16 19:34:20,1,-73.917175,40.84257,-73.836022,40.880805,1172
trip-014345,2016-04-02 04:22:34,2016-04-02 04:28:23,5,-73.903472,40.846127,-73.917671,40.840561,350
trip-014346,2016-02-28 08:29:19,2016-02-28 08:43:03,1,-73.923595,40.605436,-73.867871,40.610329,825
trip-014347,2016-06-28 09:50:10,2016-06-28 09:58:58,1,-73.803235,40.745864,-73.783951,40.755193,529
trip-014348,2016-05-03 11:50:22,2016-05-03 11:55:38,1,-73.89807,40.583756,-73.899868,40.588535,316
trip-014349,2016-01-14 18:13:49,2016-01-14 18:21:13,1,-73.82905,40.78826,-73.834474,40.778954,444
trip-014350,2016-05-30 10:41:44,2016-05-30 10:46:26,1,-73.804218,40.671964,-73.804374,40.666153,282
trip-014351,2016-05-08 12:10:15,2016-05-08 12:23:30,1,-73.888428,40.774166,-73.848746,40.802861,796
trip-014352,2016-04-24 06:36:27,2016-04-24 06:43:23,2,-73.842416,40.787138,-73.859069,40.784068,417
trip-014353,2016-02-22 09:13:46,2016-02-22 09:24:44,1,-73.952998,40.624714,-73.922015,40.624365,658
trip-014354,2016-02-25 14:24:51,2016-02-25 14:34:02,1,-73.989013,40.746325,-73.970771,40.722365,551
trip-014355,2016-06-14 12:00:55,2016-06-14 12:07:11,1,-73.90529,40.816017,-73.901559,40.807571,377
trip-014356,2016-05-31 07:08:06,2016-05-31 07:24:13,1,-73.933681,40.691491,-74.004193,40.703553,967
trip-014357,2016-04-20 21:47:33,2016-04-20 21:56:22,4,-73.727989,40.890393,-73.72321,40.914347,529
trip-014358,2016-02-23 09:40:07,2016-02-23 09:55:33,1,-73.784663,40.711792,-73.844767,40.730472,927
trip-014359,2016-06-12 09:18:30,2016-06-12 09:31:13,1,-74.02213,40.738781,-74.049433,40.767328,763
trip-014360,2016-03-20 21:15:53,2016-03-20 21:24:47,1,-73.995817,40.556643,-73.965032,40.540736,534
trip-014361,2016-01-10 18:48:17,2016-01-10 18:58:28,1,-73.786398,40.642532,-73.817523,40.63452,612
trip-014362,2016-02-29 16:34:25,2016-02-29 16:38:28,3,-73.801978,40.872075,-73.799862,40.865976,243
trip-014363,2016-04-20 11:58:17,2016-04-20 12:10:28,1,-73.853247,40.608318,-73.816262,40.639898,731
trip-014364,2016-05-02 04:10:03,2016-05-02 04:18:59,2,-73.911816,40.889169,-73.887744,40.868871,537
trip-014365,2016-03-17 18:07:09,2016-03-17 18:12:34,2,-73.885326,40.640545,-73.88196,40.65472,325
trip-014366,2016-03-25 20:07:07,2016-03-25 20:13:27,1,-73.888473,40.846884,-73.890947,40.862072,380
trip-014367,2016-01-20 18:21:02,2016-01-20 18:35:22,6,-73.901138,40.689634,-73.898147,40.644743,860
trip-014368,2016-05-11 19:25:57,2016-05-11 19:37:17,1,-73.981715,40.867162,-74.028324,40.852518,681
trip-014369,2016-03-15 19:06:22,2016-03-15 19:23:41,2,-74.041764,40.753018,-74.035066,40.700069,1039
trip-014370,2016-01-23 20:57:57,2016-01-23 21:05:22,1,-73.772063,40.73716,-73.791069,40.742325,446
trip-014371,2016-05-14 19:04:40,2016-05-14 19:12:48,1,-74.043296,40.69012,-74.025527,40.689196,488
trip-014372,2016-03-28 23:30:35,2016-03-28 23:35:54,1,-73.9312,40.689635,-73.920878,40.687417,319
trip-014373,2016-04-15 20:33:57,2016-04-15 20:38:34,2,-73.827698,40.587254,-73.832521,40.59377,278
trip-014374,2016-02-05 07:30:31,2016-02-05 07:41:59,2,-73.999806,40.848117,-74.017341,40.820372,689
trip-014375,2016-04-18 19:20:33,2016-04-18 19:24:40,1,-73.988921,40.578823,-73.98233,40.572979,247
trip-014376,2016-04-03 11:07:54,2016-04-03 11:17:28,2,-73.95214,40.573274,-73.950442,40.543324,574
trip-014377,2016-02-20 22:33:04,2016-02-20 22:39:54,3,-73.801535,40.81698,-73.791011,40.823712,410
trip-014378,2016-01-01 10:34:10,2016-01-01 10:48:08,1,-73.901311,40.884701,-73.830583,40.898808,838
trip-014379,2016-04-02 08:25:11,2016-04-02 08:34:10,2,-73.815922,40.780993,-73.791768,40.790926,539
trip-014380,2016-06-23 22:19:38,2016-06-23 22:23:37,2,-73.769829,40.617978,-73.752954,40.620782,240
trip-014381,2016-03-22 14:20:22,2016-03-22 14:29:11,1,-74.026118,40.600348,-74.058728,40.61967,529
trip-014382,2016-05-19 17:40:20,2016-05-19 17:51:08,5,-73.996014,40.687925,-73.978097,40.665451,648
trip-014383,2016-06-14 19:37:31,2016-06-14 19:47:58,2,-73.734407,40.619414,-73.718826,40.590501,628
trip-014384,2016-05-21 18:56:26,2016-05-21 19:02:04,1,-73.754057,40.561719,-73.765259,40.560223,338
trip-014385,2016-06-08 08:56:03,2016-06-08 09:20:41,1,-73.745798,40.887289,-73.835278,40.84618,1478
trip-014386,2016-03-31 21:04:26,2016-03-31 21:10:23,2,-73.903714,40.803091,-73.921499,40.808639,357
trip-014387,2016-03-20 07:11:00,2016-03-20 07:15:32,3,-73.723828,40.880592,-73.717929,40.888202,273
trip-014388,2016-03-14 11:26:01,2016-03-14 11:35:44,2,-73.790089,40.767993,-73.794147,40.749143,583
trip-014389,2016-04-01 08:43:17,2016-04-01 08:51:09,1,-73.715616,40.558941,-73.697136,40.577784,472
trip-014390,2016-02-21 20:48:47,2016-02-21 21:01:25,1,-73.750096,40.741197,-73.729055,40.700917,759
trip-014391,2016-02-23 18:46:46,2016-02-23 18:59:14,2,-73.854351,40.886603,-73.809896,40.90494,749
trip-014392,2016-03-26 17:43:03,2016-03-26 18:03:48,1,-73.970419,40.79481,-73.886836,40.803422,1246
trip-014393,2016-04-13 11:54:50,2016-04-13 11:59:38,4,-73.847559,40.569845,-73.834185,40.563623,289
trip-014394,2016-01-28 15:26:10,2016-01-28 15:31:25,2,-73.7377,40.809821,-73.734319,40.799916,316
trip-014395,2016-01-24 14:46:25,2016-01-24 14:54:05,2,-73.877161,40.708998,-73.860242,40.714304,460
trip-014396,2016-05-27 08:42:17,2016-05-27 08:48:30,2,-73.736544,40.712261,-73.735283,40.706868,374
trip-014397,2016-06-24 15:35:46,2016-06-24 15:45:18,2,-73.713594,40.881852,-73.716478,40.910778,572
trip-014398,2016-05-07 11:27:14,2016-05-07 11:34:05,1,-73.734495,40.713109,-73.756914,40.705827,411
trip-014399,2016-03-16 14:37:22,2016-03-16 14:45:29,1,-73.754662,40.707537,-73.772882,40.683797,488
trip-014400,2016-05-23 10:06:33,2016-05-23 10:19:22,1,-73.796342,40.807707,-73.756445,40.76965,770
trip-014401,2016-01-02 17:19:05,2016-01-02 17:25:38,1,-73.834718,40.680227,-73.849318,40.667134,393
trip-014402,2016-06-27 22:45:03,2016-06-27 22:51:29,1,-73.964288,40.67726,-73.952709,40.674679,386
trip-014403,2016-02-24 11:01:49,2016-02-24 11:08:39,1,-73.988881,40.674692,-73.991269,40.663611,410
trip-014404,2016-03-15 17:26:44,2016-03-15 17:34:02,1,-73.743587,40.809014,-73.732738,40.797249,438
trip-014405,2016-06-21 20:23:19,2016-06-21 20:35:31,1,-73.837836,40.847108,-73.786339,40.828997,733
trip-014406,2016-04-06 20:42:50,2016-04-06 20:44:30,4,-73.718733,40.597533,-73.708239,40.601215,100
trip-014407,2016-02-26 12:35:08,2016-02-26 12:42:23,6,-73.863344,40.589651,-73.88368,40.572738,436
trip-014408,2016-04-25 07:44:44,2016-04-25 07:51:31,1,-73.930734,40.766246,-73.94053,40.754109,408
trip-014409,2016-03-11 00:49:42,2016-03-11 00:56:16,2,-73.80998,40.854463,-73.783883,40.856118,395
trip-014410,2016-06-03 15:27:16,2016-06-03 15:39:36,1,-73.999306,40.832297,-74.042477,40.801523,741
trip-014411,2016-06-26 19:19:53,2016-06-26 19:25:08,2,-73.955226,40.880003,-73.958277,40.875195,315
trip-014412,2016-06-12 14:04:54,2016-06-12 14:11:38,1,-73.869227,40.585194,-73.857572,40.576228,404
trip-014413,2016-05-22 14:23:39,2016-05-22 14:33:41,1,-73.881014,40.768107,-73.876023,40.756691,602
trip-014414,2016-06-26 18:22:59,2016-06-26 18:29:58,3,-73.702056,40.859888,-73.699471,40.847255,419
trip-014415,2016-03-06 20:31:24,2016-03-06 20:44:44,5,-73.938839,40.662754,-73.998528,40.649122,801
trip-014416,2016-06-26 07:51:07,2016-06-26 07:59:05,2,-73.958762,40.632213,-73.957029,40.619993,479
trip-014417,2016-01-31 11:07:21,2016-01-31 11:16:19,5,-73.766178,40.644282,-73.748106,40.632295,538
trip-014418,2016-06-18 14:03:48,2016-06-18 14:10:52,1,-74.014183,40.729026,-74.024265,40.728706,424
trip-014419,2016-03-12 09:03:17,2016-03-12 09:10:23,1,-73.701466,40.797231,-73.678132,40.805096,427
trip-014420,2016-04-15 08:54:37,2016-04-15 08:59:29,4,-73.828391,40.875339,-73.841106,40.886849,292
trip-014421,2016-03-08 01:44:48,2016-03-08 01:50:06,1,-73.83554,40.771633,-73.829336,40.771614,318
trip-014422,2016-05-26 18:59:01,2016-05-26 19:04:29,3,-73.906429,40.7882,-73.892059,40.789323,329
trip-014423,2016-06-11 09:56:28,2016-06-11 10:28:42,1,-73.905112,40.670886,-73.785147,40.674802,1935
trip-014424,2016-02-09 17:07:20,2016-02-09 17:15:03,3,-74.026762,40.815739,-74.056442,40.837898,464
trip-014425,2016-04-08 08:25:49,2016-04-08 08:36:18,3,-73.79855,40.778822,-73.826198,40.771769,630
trip-014426,2016-04-20 07:08:33,2016-04-20 07:19:24,5,-73.789748,40.864383,-73.762125,40.86242,652
trip-014427,2016-06-17 05:11:37,2016-06-17 05:16:54,3,-73.914663,40.577525,-73.900228,40.579708,318
trip-014428,2016-02-01 06:55:44,2016-02-01 07:02:57,1,-73.966639,40.827825,-73.967822,40.847841,433
trip-014429,2016-06-28 17:37:40,2016-06-28 17:42:33,1,-73.936843,40.89933,-73.930074,40.906318,294
trip-014430,2016-02-07 15:45:05,2016-02-07 15:54:03,2,-73.968089,40.858655,-73.966933,40.838047,539
trip-014431,2016-06-07 12:09:41,2016-06-07 12:19:00,1,-73.758025,40.754749,-73.771931,40.792435,560
trip-014432,2016-03-31 16:39:59,2016-03-31 16:46:45,1,-73.946109,40.634151,-73.948249,40.629794,407
trip-014433,2016-03-14 16:15:17,2016-03-14 16:23:37,2,-73.781286,40.846736,-73.782571,40.832954,501
trip-014434,2016-05-26 17:59:08,2016-05-26 18:08:22,1,-73.900975,40.815386,-73.900942,40.792277,555
trip-014435,2016-03-12 11:52:20,2016-03-12 11:58:42,1,-73.823345,40.864821,-73.831438,40.876163,382
trip-014436,2016-03-26 19:47:11,2016-03-26 19:54:28,2,-74.005891,40.89274,-73.983902,40.884123,438
trip-014437,2016-04-09 19:48:51,2016-04-09 19:58:16,1,-73.736281,40.647492,-73.73714,40.623738,566
trip-014438,2016-06-14 19:41:11,2016-06-14 19:49:29,1,-73.927036,40.632602,-73.940243,40.63718,498
trip-014439,2016-05-03 19:14:15,2016-05-03 19:21:38,2,-73.775744,40.615293,-73.783153,40.623328,444
trip-014440,2016-06-28 14:35:02,2016-06-28 14:44:18,2,-74.025394,40.85784,-73.992568,40.885911,556
trip-014441,2016-06-03 19:15:03,2016-06-03 19:25:13,1,-73.870057,40.838083,-73.837614,40.822466,610
trip-014442,2016-01-22 17:37:15,2016-01-22 17:45:02,1,-73.951683,40.668483,-73.954016,40.648079,468
trip-014443,2016-05-28 04:22:48,2016-05-28 04:39:43,1,-73.87272,40.808287,-73.838624,40.762283,1016
trip-014444,2016-03-10 10:19:22,2016-03-10 10:26:56,1,-73.772585,40.684963,-73.75901,40.682699,454
trip-014445,2016-02-26 18:03:33,2016-02-26 18:09:23,2,-73.755065,40.697375,-73.776365,40.695057,350
trip-014446,2016-05-20 22:41:17,2016-05-20 22:46:50,1,-74.042328,40.590623,-74.042987,40.603412,333
trip-014447,2016-05-13 07:04:18,2016-05-13 07:13:56,5,-74.044789,40.666162,-74.07085,40.643278,579
trip-014448,2016-02-17 09:49:13,2016-02-17 09:49:13,5,-73.933154,40.650099,-73.958882,40.640625,583
trip-014449,2016-03-09 19:06:50,2016-03-09 19:33:09,5,-73.775488,40.883533,-73.806111,40.963417,1579
trip-014450,2016-01-12 13:12:03,2016-01-12 13:20:28,2,-73.983847,40.775552,-73.973769,40.757701,506
trip-014451,2016-05-21 08:26:31,2016-05-21 08:34:55,1,-73.7969,40.796517,-73.781606,40.813543,505
trip-014452,2016-02-03 20:01:30,2016-02-03 20:12:48,1,-73.883286,40.640117,-73.843696,40.593126,678
trip-014453,2016-01-03 18:35:22,2016-01-03 18:44:35,6,-73.88424,40.705935,-73.902732,40.675338,554
trip-014454,2016-02-21 13:21:31,2016-02-21 13:32:47,5,-73.757835,40.870683,-73.793657,40.840618,677
trip-014455,2016-06-03 18:25:49,2016-06-03 18:39:10,1,-73.875037,40.63034,-73.887581,40.601891,801
trip-014456,2016-04-02 12:27:55,2016-04-02 12:37:46,1,-73.930862,40.622973,-73.907104,40.637028,591
trip-014457,2016-05-07 16:40:43,2016-05-07 16:53:36,1,-73.707919,40.566878,-73.670305,40.574709,774
trip-014458,2016-06-19 11:33:46,2016-06-19 11:39:56,1,-73.837582,40.783429,-73.845993,40.795041,371
trip-014459,2016-01-27 14:31:58,2016-01-27 14:40:56,2,-73.875841,40.692953,-73.903284,40.688846,538
